StationCode,AnalyteName,UnitName,Result,SampleDate
SDC-MLS,Chromium,ug/L,48.8,02/10/2013
SDC-MLS,Chromium,ug/L,44.1,02/10/2013
SDC-MLS,Chromium,ug/L,44.1,02/10/2013
SDC-MLS,Chromium,ug/L,48.8,02/10/2013
SDC-MLS,Chromium,ug/L,44.1,02/10/2013
SDC-MLS,Chromium,ug/L,48.8,02/10/2013
SDC-MLS,Chromium,ug/L,48.8,02/10/2013
SDC-MLS,Chromium,ug/L,44.1,02/10/2013
SDC-MLS,Chromium,ug/L,0.32,02/10/2013
535XPFDCL,Aldrin,ug/L,0.157,02/10/2014
541XPSAIA,Aldrin,ug/L,0.152,02/10/2014
541XPSAIA,Aldrin,ug/L,0.151,02/10/2014
535XPFDCL,Aldrin,ug/L,0.176,02/10/2014
541MER531,Aldrin,ug/L,0.157,02/10/2015
541MER531,Aldrin,ug/L,0.168,02/10/2015
723NRBDRY,Aldrin,ug/L,0.0125,02/11/2011
723NRBDRY,Aldrin,ug/L,0.0117,02/11/2011
1-323,Chromium,ug/L,2.3531,02/11/2014
1-323,Chromium,ug/L,2.3531,02/11/2014
1-323,Chromium,ug/L,2.3934,02/11/2014
ASBS-REF_EpsaCreek,Chromium,ug/L,2.4788,02/11/2014
ASBS-REF_EpsaCreek,Chromium,ug/L,2.5596,02/11/2014
1-323,Chromium,ug/L,2.3934,02/11/2014
541MER554,Aldrin,ug/L,0.173,02/12/2013
541MER554,Aldrin,ug/L,0.166,02/12/2013
ASBS-REF_EpsaCreek,Chromium,ug/L,3.0706,02/12/2014
ASBS-REF_EpsaCreek,Chromium,ug/L,3.0315,02/12/2014
SDC-MLS,Chromium,ug/L,48.4,02/12/2015
SDC-MLS,Chromium,ug/L,0.23,02/12/2015
SDC-MLS,Chromium,ug/L,47.8,02/12/2015
SDC-MLS,Aluminum,ug/L,1.35,02/12/2015
SDC-MLS,Bifenthrin,ug/L,0.6191,02/12/2015
SDC-MLS,Bifenthrin,ug/L,0.6463,02/12/2015
SDC-MLS,Chromium,ug/L,0.218,02/12/2015
SDC-MLS,Chromium,ug/L,48.4,02/12/2015
SDC-MLS,Aluminum,ug/L,50.1,02/12/2015
SDC-MLS,Chromium,ug/L,47.7,02/12/2015
SDC-MLS,Aluminum,ug/L,1.9,02/12/2015
SDC-MLS,Aluminum,ug/L,130,02/12/2015
SDC-MLS,Aluminum,ug/L,121,02/12/2015
SDC-MLS,Aluminum,ug/L,50.4,02/12/2015
SDC-MLS,Aluminum,ug/L,177,02/12/2015
SDC-MLS,Aluminum,ug/L,166,02/12/2015
OR-TWAS-1,Chromium,ug/L,0.15,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.6,02/13/2014
MB-TWAS-1,Chromium,ug/L,52.2,02/13/2014
OR-TWAS-1,Chromium,ug/L,0.16,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.2,02/13/2014
TJR-MLS,Chromium,ug/L,0.37,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.2,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.6,02/13/2014
MB-TWAS-1,Chromium,ug/L,0.25,02/13/2014
TJR-MLS,Chromium,ug/L,0.4,02/13/2014
OR-TWAS-1,Chromium,ug/L,0.15,02/13/2014
TJR-MLS,Bifenthrin,ug/L,0.0033,02/13/2014
TJR-MLS,Chromium,ug/L,0.66,02/13/2014
OR-TWAS-1,Chromium,ug/L,0.23,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.2,02/13/2014
TJR-MLS,Bifenthrin,ug/L,0.0054,02/13/2014
MB-TWAS-1,Chromium,ug/L,0.16,02/13/2014
MB-TWAS-1,Chromium,ug/L,52.2,02/13/2014
OR-TWAS-1,Chromium,ug/L,0.224,02/13/2014
TJR-MLS,Chromium,ug/L,0.71,02/13/2014
OR-TWAS-1,Chromium,ug/L,0.224,02/13/2014
MB-TWAS-1,Chromium,ug/L,51.2,02/13/2014
541MER531,Aldrin,ug/L,0.219,02/13/2018
541MER531,Aldrin,ug/L,0.119,02/13/2018
541XPSAIA,Aldrin,ug/L,0.22,02/14/2012
541XPSAIA,Aldrin,ug/L,0.22,02/14/2012
1-323,Chromium,ug/L,3.5458,02/14/2014
1-323,Chromium,ug/L,3.5081,02/14/2014
1-323,Chromium,ug/L,3.5081,02/14/2014
1-323,Chromium,ug/L,3.5458,02/14/2014
01T_ODD2_DCH,Bifenthrin,ug/L,0.0056,02/14/2017
13_BELT,Bifenthrin,ug/L,0.0008,02/14/2017
541MER554,Aldrin,ug/L,0.223,02/14/2017
541MER554,Aldrin,ug/L,0.243,02/14/2017
531XGIDLR,Aldrin,ug/L,0.374,02/15/2011
531XGIDLR,Aldrin,ug/L,0.385,02/15/2011
2245Glassell,Chromium,ug/L,3.33,02/15/2012
222Bristol,Chromium,ug/L,6.71,02/15/2012
07D_HITCH_LEVEE_2,Bifenthrin,ug/L,0.0147,02/15/2017
4-342,Chromium,ug/L,2.4375,02/15/2017
5-305,Chromium,ug/L,0.2655,02/15/2017
4-342,Chromium,ug/L,2.3466,02/15/2017
KBC100,Bifenthrin,ug/L,0.0368,02/16/2011
LAC-TWAS-1,Chromium,ug/L,1.5,02/16/2011
LPC-TWAS-2,Chromium,ug/L,0.45,02/16/2011
Veterans,Chromium,ug/L,2.4,02/16/2011
LPC-TWAS-1,Chromium,ug/L,0.73,02/16/2011
Veterans,Aluminum,ug/L,310,02/16/2011
Orange 28,Bifenthrin,ug/L,0.0196,02/16/2011
Nimbus,Aluminum,ug/L,70,02/16/2011
Veterans,Chromium,ug/L,2.3,02/16/2011
Freeport,Acenaphthene,ug/L,0.05,02/16/2011
CC-SD8(1),Bifenthrin,ug/L,0.8168,02/16/2011
Discovery,Aluminum,ug/L,97,02/16/2011
BVC-TWAS-1,Chromium,ug/L,3.3,02/16/2011
CC-SD8(1),Chromium,ug/L,1.3,02/16/2011
LAC-TWAS-1,Bifenthrin,ug/L,0.042,02/16/2011
Discovery,Aluminum,ug/L,4,02/16/2011
Veterans,Aluminum,ug/L,310,02/16/2011
Veterans,Chromium,ug/L,1.4,02/16/2011
AHC-MLS,Bifenthrin,ug/L,0.0156,02/16/2011
SDC-TWAS-1,Chromium,ug/L,1.1,02/16/2011
Nimbus,Chromium,ug/L,1.2,02/16/2011
LAC-TWAS-1,Chromium,ug/L,0.57,02/16/2011
AHC-MLS,Chromium,ug/L,1.6,02/16/2011
LPC-TWAS-2,Chromium,ug/L,0.69,02/16/2011
Veterans,Acenaphthene,ug/L,0.05,02/16/2011
ESC-MLS,Bifenthrin,ug/L,0.0081,02/16/2011
LPC-TWAS-1,Chromium,ug/L,9.4,02/16/2011
LPC-TWAS-1,Bifenthrin,ug/L,0.0288,02/16/2011
Discovery,Acenaphthene,ug/L,0.05,02/16/2011
LPC-TWAS-2,Bifenthrin,ug/L,0.0437,02/16/2011
LAC-TWAS-1,Bifenthrin,ug/L,0.0208,02/16/2011
Nimbus,Chromium,ug/L,0.64,02/16/2011
Freeport,Chromium,ug/L,1.7,02/16/2011
ESC-MLS,Chromium,ug/L,0.99,02/16/2011
Freeport,Chromium,ug/L,2.1,02/16/2011
Freeport,Aluminum,ug/L,15,02/16/2011
Freeport,Aluminum,ug/L,240,02/16/2011
Discovery,Chromium,ug/L,0.5,02/16/2011
Veterans,Acenaphthene,ug/L,0.05,02/16/2011
SDC-TWAS-1,Chromium,ug/L,0.36,02/16/2011
LAC-TWAS-1,Chromium,ug/L,0.57,02/16/2011
Veterans,Aluminum,ug/L,6.2,02/16/2011
Veterans,Chromium,ug/L,1.4,02/16/2011
Nimbus,Aluminum,ug/L,18,02/16/2011
CC-SD8(1),Chromium,ug/L,6.7,02/16/2011
Veterans,Aluminum,ug/L,10,02/16/2011
BVC-TWAS-1,Chromium,ug/L,0.64,02/16/2011
Orange 43,Bifenthrin,ug/L,0.0054,02/16/2011
Nimbus,Acenaphthene,ug/L,0.05,02/16/2011
Discovery,Chromium,ug/L,1.2,02/16/2011
AHC-MLS,Chromium,ug/L,0.31,02/16/2011
BVC-TWAS-1,Bifenthrin,ug/L,0.0459,02/16/2011
LAC-TWAS-1,Chromium,ug/L,1.9,02/16/2011
ESC-MLS,Chromium,ug/L,0.39,02/16/2011
ME-SCR,Chromium,ug/L,0.16,02/17/2011
SMR-MLS-2,Chromium,ug/L,0.11,02/17/2011
ME-CC,Chromium,ug/L,7.7,02/17/2011
ME-CC,Chromium,ug/L,57.2,02/17/2011
535XDSAGR,Aldrin,ug/L,0.173,02/17/2011
SMR-MLS-2,Chromium,ug/L,1.1,02/17/2011
ME-CC,Chromium,ug/L,0.4,02/17/2011
ME-VR2,Chromium,ug/L,0.59,02/17/2011
ME-VR2,Aluminum,ug/L,5.4,02/17/2011
SM-TWAS-1a,Chromium,ug/L,57.8,02/17/2011
ME-VR2,Chromium,ug/L,0.14,02/17/2011
ME-CC,Aldrin,ug/L,0.0015,02/17/2011
ME-SCR,Aluminum,ug/L,2.5,02/17/2011
SM-TWAS-1a,Bifenthrin,ug/L,0.0398,02/17/2011
535XDSAGR,Aldrin,ug/L,0.171,02/17/2011
ME-SCR,Chromium,ug/L,34,02/17/2011
ME-CC,Acenaphthene,ug/L,0.12,02/17/2011
ME-SCR,Aldrin,ug/L,0.0015,02/17/2011
SLR-TWAS-1,Chromium,ug/L,52.1,02/17/2011
ME-VR2,Alachlor,ug/L,0.07,02/17/2011
ME-SCR,Aluminum,ug/L,16000,02/17/2011
ME-CC,Chromium,ug/L,56.9,02/17/2011
ME-CC,Aluminum,ug/L,2100,02/17/2011
SLR-TWAS-1,Chromium,ug/L,50.5,02/17/2011
ME-SCR,Alachlor,ug/L,0.07,02/17/2011
ME-SCR,Chromium,ug/L,80.1,02/17/2011
ME-CC,Chromium,ug/L,56.9,02/17/2011
SM-TWAS-1a,Chromium,ug/L,1.4,02/17/2011
Orange 28,Bifenthrin,ug/L,0.0099,02/17/2011
ME-CC,Captan,ug/L,0.86,02/17/2011
ME-SCR,Chromium,ug/L,82.4,02/17/2011
ME-SCR,Captan,ug/L,0.86,02/17/2011
ME-SCR,Aluminum,ug/L,15000,02/17/2011
SLR-TWAS-1,Chromium,ug/L,50.5,02/17/2011
ME-VR2,Captan,ug/L,0.86,02/17/2011
SM-TWAS-1a,Chromium,ug/L,57.8,02/17/2011
SLR-TWAS-1,Chromium,ug/L,0.092,02/17/2011
SM-TWAS-1a,Chromium,ug/L,0.72,02/17/2011
ME-VR2,Aldrin,ug/L,0.0015,02/17/2011
SLR-TWAS-1,Chromium,ug/L,52.1,02/17/2011
ME-SCR,Aluminum,ug/L,15500,02/17/2011
ME-CC,Aluminum,ug/L,5.2,02/17/2011
SLR-TWAS-1,Chromium,ug/L,0.3,02/17/2011
ME-CC,Alachlor,ug/L,0.07,02/17/2011
SM-TWAS-1a,Chromium,ug/L,59.6,02/17/2011
ME-SCR,Acenaphthene,ug/L,0.12,02/17/2011
ME-VR2,Aluminum,ug/L,180,02/17/2011
ME-CC,Chromium,ug/L,57.2,02/17/2011
SM-TWAS-1a,Chromium,ug/L,59.6,02/17/2011
ME-VR2,Acenaphthene,ug/L,0.12,02/17/2011
SM_Broadway_Stanford,Chromium,ug/L,3.02,02/17/2014
SM_Broadway_Stanford,Acenaphthene,ug/L,0.1,02/17/2014
203CAR010-REC,Chromium,ug/L,0.3473,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PEB010-REC,Chromium,ug/L,0.2016,02/17/2016
203PEB010-REC,Chromium,ug/L,0.2016,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC010-REC,Chromium,ug/L,0.2293,02/17/2016
203PAC010-REC,Chromium,ug/L,0.2293,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.093,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.024,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC040-REC,Chromium,ug/L,0.2621,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.024,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.091,02/17/2016
203PAC040-REC,Chromium,ug/L,0.2621,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.024,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.093,02/17/2016
203PAC080-REC,Chromium,ug/L,0.1771,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.093,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.093,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC080-REC,Chromium,ug/L,0.1945,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.091,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203CAR010-REC,Chromium,ug/L,0.3473,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.091,02/17/2016
PGC040,Bifenthrin,ug/L,0.0121,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203CAR010-REC,Acenaphthene,ug/L,0.091,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.024,02/17/2016
203PAC080-REC,Chromium,ug/L,0.1771,02/17/2016
203PAC010-REC,Bifenthrin,ug/L,0.023,02/17/2016
203CAR010-REC,Bifenthrin,ug/L,0.025,02/17/2016
203PAC080-REC,Chromium,ug/L,0.1945,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.095,02/17/2016
203PAC010-REC,Acenaphthene,ug/L,0.094,02/17/2016
Los Angeles 158,Bifenthrin,ug/L,0.387,02/17/2017
5-305,Chromium,ug/L,0.6026,02/17/2017
5-305,Chromium,ug/L,101.54,02/17/2017
4-342,Chromium,ug/L,1.8721,02/17/2017
5-305,Chromium,ug/L,101.73,02/17/2017
Pre_Webster,Aluminum,ug/L,11,02/17/2017
Pre_Webster,Chromium,ug/L,4,02/17/2017
SDC-TWAS-2,Chromium,ug/L,0.84,02/18/2011
LPC-MLS,Chromium,ug/L,0.42,02/18/2011
LPC-MLS,Chromium,ug/L,0.21,02/18/2011
SDC-MLS,Chromium,ug/L,52.4,02/18/2011
SDC-MLS,Chromium,ug/L,0.15,02/18/2011
SDC-MLS,Chromium,ug/L,54.1,02/18/2011
SDC-MLS,Chromium,ug/L,0.56,02/18/2011
SDC-MLS,Chromium,ug/L,54.1,02/18/2011
SLR-MLS,Chromium,ug/L,0.095,02/18/2011
SLR-MLS,Chromium,ug/L,0.5,02/18/2011
SDC-TWAS-2,Chromium,ug/L,0.11,02/18/2011
SDC-MLS,Chromium,ug/L,52.4,02/18/2011
SLR-TWAS-2,Chromium,ug/L,0.1,02/18/2011
SLR-TWAS-2,Chromium,ug/L,0.32,02/18/2011
ASBS-REF_SquashanCreek,Chromium,ug/L,3.3863,02/18/2013
906SDL062RW,Chromium,ug/L,0.2018,02/18/2013
ASBS-REF_AgateCreek,Chromium,ug/L,3.742,02/18/2013
ASBS-REF_NickelCreek,Chromium,ug/L,1.1593,02/18/2013
ASBS-REF_NickelCreek,Chromium,ug/L,1.0977,02/18/2013
906SDL062RW,Chromium,ug/L,0.2195,02/18/2013
ASBS-REF_MartinCreek,Chromium,ug/L,6.0417,02/18/2013
203CAR010-REC,Chromium,ug/L,0.4931,02/18/2016
203PEB010-REC,Chromium,ug/L,0.667,02/18/2016
203CAR010-REC,Chromium,ug/L,0.4931,02/18/2016
Sacramento 76,Bifenthrin,ug/L,0.0044,02/18/2016
203PAC010-REC,Chromium,ug/L,1.0311,02/18/2016
203PAC010-REC,Chromium,ug/L,1.0311,02/18/2016
203PEB010-REC,Chromium,ug/L,0.667,02/18/2016
203PAC040-REC,Chromium,ug/L,0.4184,02/18/2016
203PAC080-REC,Chromium,ug/L,0.5888,02/18/2016
203PAC080-REC,Chromium,ug/L,0.5888,02/18/2016
203PAC040-REC,Chromium,ug/L,0.4184,02/18/2016
Outfall 85,Acenaphthene,ug/L,0.0056,02/18/2017
404SUP093,Bifenthrin,ug/L,0.0117,02/18/2017
Los Angeles 205,Bifenthrin,ug/L,0.0077,02/18/2017
Pump Station 7,Acenaphthene,ug/L,0.0215,02/18/2017
NL,Chromium,ug/L,1.56,02/19/2013
NL,Chromium,ug/L,1.41,02/19/2013
ASBS-REF_MartinCreek,Chromium,ug/L,5.4068,02/19/2013
NL,Aluminum,ug/L,645,02/19/2013
NL,Chromium,ug/L,1.25,02/19/2013
NL,Aluminum,ug/L,841,02/19/2013
NL,Chromium,ug/L,1.06,02/19/2013
NL,Chromium,ug/L,0.64,02/19/2013
ASBS-REF_AgateCreek,Chromium,ug/L,3.4025,02/19/2013
NL,Chromium,ug/L,1.08,02/19/2013
NL,Aluminum,ug/L,673,02/19/2013
PGC040,Bifenthrin,ug/L,0.0066,02/19/2013
NL,Aluminum,ug/L,1042,02/19/2013
PGC019,Bifenthrin,ug/L,0.0427,02/19/2013
ASBS-REF_SquashanCreek,Chromium,ug/L,2.6243,02/19/2013
ASBS-REF_NickelCreek,Chromium,ug/L,1.2405,02/19/2013
NL,Aluminum,ug/L,688,02/19/2013
NL,Aluminum,ug/L,316,02/19/2013
01T_ODD2_DCH,Bifenthrin,ug/L,0.0049,02/19/2014
OA-RW-08,Chromium,ug/L,0.164,02/19/2016
OB-RW-16,Chromium,ug/L,0.164,02/19/2016
OA-RW-09,Chromium,ug/L,0.164,02/19/2016
IB-RW-13,Chromium,ug/L,0.164,02/19/2016
LE-RW-22,Chromium,ug/L,0.415,02/19/2016
CS-RW-01,Chromium,ug/L,0.274,02/19/2016
IA-RW-04,Chromium,ug/L,0.164,02/19/2016
CS-RW-01,Chromium,ug/L,0.167,02/19/2016
IA-RW-04,Chromium,ug/L,0.164,02/19/2016
SP-RW-18,Chromium,ug/L,0.164,02/19/2016
303BIG010-REF,Chromium,ug/L,0.5946,02/19/2016
OA-RW-09,Chromium,ug/L,0.164,02/19/2016
303BIG020-REF,Chromium,ug/L,0.4644,02/19/2016
CB-RW-11,Chromium,ug/L,0.164,02/19/2016
FH-RW-07,Chromium,ug/L,0.164,02/19/2016
SP-RW-20,Chromium,ug/L,0.248,02/19/2016
IB-RW-12,Chromium,ug/L,0.164,02/19/2016
IA-RW-06,Chromium,ug/L,0.164,02/19/2016
IA-RW-04,Chromium,ug/L,0.164,02/19/2016
OB-RW-17,Chromium,ug/L,0.164,02/19/2016
IB-RW-15,Chromium,ug/L,0.164,02/19/2016
OB-RW-17,Chromium,ug/L,0.164,02/19/2016
IA-RW-02,Chromium,ug/L,0.164,02/19/2016
OA-RW-08,Chromium,ug/L,0.164,02/19/2016
SP-RW-18,Chromium,ug/L,0.164,02/19/2016
303BIG010-REF,Chromium,ug/L,0.5946,02/19/2016
303BIG020-REF,Chromium,ug/L,0.4644,02/19/2016
IB-RW-14,Chromium,ug/L,0.164,02/19/2016
IA-RW-05,Chromium,ug/L,0.164,02/19/2016
CM-RW-10,Chromium,ug/L,0.164,02/19/2016
SP-RW-19,Chromium,ug/L,0.164,02/19/2016
IA-RW-04,Chromium,ug/L,0.164,02/19/2016
IA-RW-03,Chromium,ug/L,0.164,02/19/2016
203LOB030-REF,Chromium,ug/L,0.2403,02/19/2016
CB-RW-11,Chromium,ug/L,0.164,02/19/2016
IA-RW-05,Chromium,ug/L,0.164,02/19/2016
SP-RW-20,Chromium,ug/L,0.164,02/19/2016
IB-RW-14,Chromium,ug/L,0.164,02/19/2016
IB-RW-15,Chromium,ug/L,0.164,02/19/2016
LE-RW-21,Chromium,ug/L,0.917,02/19/2016
CM-RW-10,Chromium,ug/L,0.164,02/19/2016
IA-RW-06,Chromium,ug/L,0.164,02/19/2016
IA-RW-03,Chromium,ug/L,0.164,02/19/2016
IB-RW-12,Chromium,ug/L,1.18,02/19/2016
LE-RW-21,Chromium,ug/L,0.221,02/19/2016
203LOB030-REF,Chromium,ug/L,0.2403,02/19/2016
LE-RW-22,Chromium,ug/L,0.321,02/19/2016
IA-RW-02,Chromium,ug/L,0.164,02/19/2016
OB-RW-16,Chromium,ug/L,0.164,02/19/2016
SP-RW-19,Chromium,ug/L,0.164,02/19/2016
IB-RW-13,Chromium,ug/L,0.164,02/19/2016
FH-RW-07,Chromium,ug/L,0.164,02/19/2016
SLR-MLS,Chromium,ug/L,6.2,02/19/2017
SLR-MLS,Bifenthrin,ug/L,0.5704,02/19/2017
902LTC777,Chromium,ug/L,0.9,02/19/2017
902LTC777,Chromium,ug/L,11,02/19/2017
SLR-MLS,Chromium,ug/L,0.27,02/19/2017
SLR-MLS,Bifenthrin,ug/L,0.0164,02/19/2017
SMR-MLS-2,Chromium,ug/L,0.32,02/19/2017
SMR-MLS-2,Bifenthrin,ug/L,0.0176,02/19/2017
SLR-MLS,Bifenthrin,ug/L,0.0137,02/19/2017
SLR-MLS,Chromium,ug/L,49.7,02/19/2017
SLR-MLS,Chromium,ug/L,49,02/19/2017
902LMC778,Chromium,ug/L,0.7,02/19/2017
SLR-MLS,Bifenthrin,ug/L,0.5252,02/19/2017
SLR-MLS,Chromium,ug/L,56.4,02/19/2017
902LMC778,Chromium,ug/L,14,02/19/2017
SMR-MLS-2,Chromium,ug/L,17,02/19/2017
SLR-MLS,Chromium,ug/L,55.6,02/19/2017
ME-SCR,Chromium,ug/L,97.8,02/20/2013
ME-SCR,Chromium,ug/L,0.074,02/20/2013
ME-SCR,Aluminum,ug/L,636,02/20/2013
SMR-MLS-2,Chromium,ug/L,0.08,02/20/2013
ME-CC,Acenaphthene,ug/L,0.1,02/20/2013
ME-CC,Captan,ug/L,0.86,02/20/2013
ME-SCR,Aluminum,ug/L,2.4,02/20/2013
ME-SCR,Chromium,ug/L,1.2,02/20/2013
LPC-TWAS-2,Chromium,ug/L,2.5,02/20/2013
906SDL062RW,Acenaphthene,ug/L,0.3642,02/20/2013
ME-CC,Chromium,ug/L,0.75,02/20/2013
ME-CC,Chromium,ug/L,3.4,02/20/2013
ME-CC,Aluminum,ug/L,170,02/20/2013
535XMCARR,Aldrin,ug/L,0.156,02/20/2013
906SDL062RW,Bifenthrin,ug/L,0.7778,02/20/2013
906SDL062RW,Chromium,ug/L,1.1845,02/20/2013
LPC-TWAS-2,Chromium,ug/L,0.28,02/20/2013
SMR-MLS-2,Chromium,ug/L,2.2,02/20/2013
906SDL062RW,Acenaphthene,ug/L,0.3524,02/20/2013
ME-CC,Aluminum,ug/L,1100,02/20/2013
LPC-TWAS-2,Bifenthrin,ug/L,0.2351,02/20/2013
504XSTYHY,Bifenthrin,ug/L,0.02,02/20/2013
906SDL062RW,Chromium,ug/L,1.1341,02/20/2013
ME-SCR,Chromium,ug/L,98.2,02/20/2013
906SDL062RW,Bifenthrin,ug/L,0.7427,02/20/2013
ME-SCR,Aluminum,ug/L,663,02/20/2013
ME-SCR,Captan,ug/L,0.86,02/20/2013
ME-SCR,Alachlor,ug/L,0.022,02/20/2013
ME-SCR,Acenaphthene,ug/L,0.1,02/20/2013
ME-SCR,Aluminum,ug/L,580,02/20/2013
504XSTYHY,Bifenthrin,ug/L,0.02,02/20/2013
535XMCARR,Aldrin,ug/L,0.162,02/20/2013
ME-CC,Alachlor,ug/L,0.022,02/20/2013
ME-SCR,Aldrin,ug/L,0.0015,02/20/2013
ME-CC,Aldrin,ug/L,0.0015,02/20/2013
SMR-MLS-2,Bifenthrin,ug/L,0.0076,02/20/2013
07T_DC_H,Bifenthrin,ug/L,0.1106,02/20/2014
802SJRGxx,Aluminum,ug/L,10000,02/20/2017
802RCF841,Aluminum,ug/L,1900,02/20/2017
802SJRGxx,Aluminum,ug/L,9400,02/20/2017
802RCF745,Aluminum,ug/L,2500,02/20/2017
SLR-MLS,Chromium,ug/L,41.7,02/21/2013
SLR-MLS,Chromium,ug/L,0.22,02/21/2013
SLR-MLS,Chromium,ug/L,41.7,02/21/2013
SLR-MLS,Chromium,ug/L,41.8,02/21/2013
SLR-MLS,Chromium,ug/L,0.09,02/21/2013
SLR-MLS,Chromium,ug/L,41.8,02/21/2013
CDR_Downstream,Chromium,ug/L,2,02/22/2020
CDR_Upstream,Chromium,ug/L,11,02/22/2020
CDR_Downstream,Chromium,ug/L,2,02/22/2020
CDR_Upstream,Chromium,ug/L,2.8,02/22/2020
541MER531,Aldrin,ug/L,0.141,02/23/2011
541MER531,Aldrin,ug/L,0.179,02/23/2011
802NVO325,Chromium,ug/L,66.2,02/23/2015
802NVO325,Chromium,ug/L,5.42,02/23/2015
802NVO325,Chromium,ug/L,5.6,02/23/2015
802NVO325,Chromium,ug/L,66,02/23/2015
306-CARNE-31,Aldrin,ug/L,0.025,02/24/2011
306-CORNC-31,Aldrin,ug/L,0.025,02/24/2011
306-CARNE-33A,Aldrin,ug/L,0.025,02/24/2011
306-CARNE-32,Aldrin,ug/L,0.025,02/24/2011
306-CARNE-36,Aldrin,ug/L,0.025,02/24/2011
LE-RW-22,Chromium,ug/L,0.237,02/24/2015
IB-RW-14,Chromium,ug/L,0.346,02/24/2015
OB-RW-16,Chromium,ug/L,0.368,02/24/2015
IB-RW-13,Chromium,ug/L,0.237,02/24/2015
FH-RW-07,Chromium,ug/L,0.258,02/24/2015
IA-RW-04,Chromium,ug/L,0.164,02/24/2015
IA-RW-06,Chromium,ug/L,0.164,02/24/2015
SP-RW-18,Chromium,ug/L,0.187,02/24/2015
LE-RW-21,Chromium,ug/L,0.455,02/24/2015
OA-RW-09,Chromium,ug/L,0.438,02/24/2015
OA-RW-08,Chromium,ug/L,0.399,02/24/2015
IA-RW-05,Chromium,ug/L,0.201,02/24/2015
IB-RW-12,Chromium,ug/L,0.205,02/24/2015
CS-RW-01,Chromium,ug/L,0.678,02/24/2015
LE-RW-22,Chromium,ug/L,0.451,02/24/2015
SP-RW-19,Chromium,ug/L,0.216,02/24/2015
OB-RW-17,Chromium,ug/L,0.273,02/24/2015
SP-RW-20,Chromium,ug/L,0.277,02/24/2015
IB-RW-13,Chromium,ug/L,1.02,02/24/2015
IB-RW-15,Chromium,ug/L,0.319,02/24/2015
IB-RW-12,Chromium,ug/L,0.465,02/24/2015
IB-RW-14,Chromium,ug/L,0.225,02/24/2015
LE-RW-21,Chromium,ug/L,0.251,02/24/2015
IA-RW-02,Chromium,ug/L,0.262,02/24/2015
IA-RW-06,Chromium,ug/L,0.164,02/24/2015
CM-RW-10,Chromium,ug/L,0.164,02/24/2015
